,name,#oe,#ue,#grainy,#blurry,#people_not_ratings
35375,blur_dataset/out_of_focus0324.jpg,1,4,1,7,25
35376,voc_emotic_ava/AVA__185901.jpg,0,2,3,9,20
35377,voc_emotic_ava/AVA__36589.jpg,3,2,3,4,24
35378,voc_emotic_ava/AVA__384952.jpg,1,1,2,13,17
35379,voc_emotic_ava/AVA__420514.jpg,3,2,5,3,22
35380,voc_emotic_ava/AVA__426675.jpg,1,9,1,3,19
35381,voc_emotic_ava/AVA__468358.jpg,1,1,7,8,17
35382,voc_emotic_ava/AVA__470909.jpg,0,11,1,3,20
35383,voc_emotic_ava/AVA__488044.jpg,3,2,7,10,13
35384,voc_emotic_ava/AVA__50723.jpg,9,4,6,4,12
35385,voc_emotic_ava/AVA__569853.jpg,3,3,1,3,24
35386,voc_emotic_ava/AVA__682788.jpg,2,21,0,2,12
35387,voc_emotic_ava/AVA__816918.jpg,4,12,2,2,13
35388,voc_emotic_ava/AVA__882226.jpg,2,7,0,3,29
35389,voc_emotic_ava/EMOTIC__COCO_train2014_000000052209.jpg,1,2,13,7,12
35390,voc_emotic_ava/EMOTIC__COCO_train2014_000000199487.jpg,3,0,4,5,21
35391,voc_emotic_ava/EMOTIC__COCO_train2014_000000206486.jpg,2,9,3,4,21
35392,voc_emotic_ava/EMOTIC__COCO_train2014_000000296675.jpg,0,1,3,16,15
35393,voc_emotic_ava/EMOTIC__COCO_train2014_000000317874.jpg,10,8,4,3,9
35394,voc_emotic_ava/EMOTIC__COCO_train2014_000000416482.jpg,3,4,4,5,19
35395,voc_emotic_ava/EMOTIC__COCO_train2014_000000532260.jpg,1,1,2,30,0
35396,voc_emotic_ava/EMOTIC__COCO_val2014_000000015345.jpg,9,3,8,4,6
35397,voc_emotic_ava/EMOTIC__COCO_val2014_000000111819.jpg,5,2,1,13,9
35398,voc_emotic_ava/EMOTIC__COCO_val2014_000000526778.jpg,1,2,4,4,26
35399,voc_emotic_ava/JPEGImages__2008_003461.jpg,3,1,7,9,10
35400,voc_emotic_ava/JPEGImages__2008_006300.jpg,3,2,4,2,24
35401,voc_emotic_ava/JPEGImages__2009_001145.jpg,2,1,3,2,25
35402,voc_emotic_ava/JPEGImages__2010_002931.jpg,6,1,2,2,24
35403,voc_emotic_ava/JPEGImages__2010_006310.jpg,2,12,0,3,19
35404,voc_emotic_ava/JPEGImages__2011_003459.jpg,1,1,5,6,22
35405,voc_emotic_ava/JPEGImages__2011_004097.jpg,4,2,5,11,14
35406,voc_emotic_ava/JPEGImages__2011_004864.jpg,2,0,0,25,7
35407,voc_emotic_ava/VOC2012__2008_000020.jpg,1,4,2,7,17
35408,voc_emotic_ava/VOC2012__2008_000539.jpg,1,4,4,5,19
35409,voc_emotic_ava/VOC2012__2008_000692.jpg,12,1,4,5,8
35410,voc_emotic_ava/VOC2012__2008_000844.jpg,8,3,3,4,15
35411,voc_emotic_ava/VOC2012__2008_002958.jpg,0,1,0,5,32
35412,voc_emotic_ava/VOC2012__2008_003247.jpg,2,4,5,5,18
35413,voc_emotic_ava/VOC2012__2008_005979.jpg,5,1,4,5,21
35414,voc_emotic_ava/VOC2012__2008_006980.jpg,2,6,5,4,17
35415,voc_emotic_ava/VOC2012__2009_003373.jpg,1,3,2,2,27
35416,voc_emotic_ava/VOC2012__2010_000011.jpg,1,2,5,13,7
35417,voc_emotic_ava/VOC2012__2010_000196.jpg,4,2,2,4,23
35418,voc_emotic_ava/VOC2012__2010_001006.jpg,2,2,4,13,10
35419,voc_emotic_ava/VOC2012__2010_002356.jpg,2,1,13,1,3
35420,voc_emotic_ava/VOC2012__2010_002703.jpg,1,1,0,6,29
35421,voc_emotic_ava/VOC2012__2011_003330.jpg,9,1,2,2,19
35422,voc_emotic_ava/VOC2012__2011_003525.jpg,6,8,3,2,13
35423,voc_emotic_ava/VOC2012__2012_001730.jpg,5,2,2,3,71
35424,blur_dataset/out_of_focus0247.jpg,16,9,2,1,1
35425,blur_dataset/out_of_focus0670.jpg,12,11,1,2,1
35426,blur_dataset/out_of_focus0685.jpg,18,8,2,0,0
35427,voc_emotic_ava/AVA__11230.jpg,14,12,2,1,0
35428,voc_emotic_ava/AVA__113562.jpg,12,12,2,1,0
35429,voc_emotic_ava/AVA__115422.jpg,12,10,4,4,1
35430,voc_emotic_ava/AVA__134374.jpg,14,11,3,0,0
35431,voc_emotic_ava/AVA__150999.jpg,14,8,3,1,0
35432,voc_emotic_ava/AVA__166783.jpg,6,19,4,1,0
35433,voc_emotic_ava/AVA__188793.jpg,14,12,4,0,0
35434,voc_emotic_ava/AVA__229092.jpg,12,10,8,0,0
35435,voc_emotic_ava/AVA__282002.jpg,18,10,2,1,0
35436,voc_emotic_ava/AVA__315328.jpg,14,9,5,1,0
35437,voc_emotic_ava/AVA__325530.jpg,12,13,3,1,0
35438,voc_emotic_ava/AVA__349801.jpg,9,14,4,0,0
35439,voc_emotic_ava/AVA__3550.jpg,11,13,3,1,0
35440,voc_emotic_ava/AVA__373535.jpg,16,8,4,0,0
35441,voc_emotic_ava/AVA__383856.jpg,12,12,4,1,0
35442,voc_emotic_ava/AVA__409477.jpg,11,12,4,1,0
35443,voc_emotic_ava/AVA__416496.jpg,11,10,5,3,0
35444,voc_emotic_ava/AVA__420979.jpg,9,17,4,0,0
35445,voc_emotic_ava/AVA__42269.jpg,18,8,2,0,0
35446,voc_emotic_ava/AVA__440064.jpg,9,11,5,2,0
35447,voc_emotic_ava/AVA__477473.jpg,11,15,4,1,0
35448,voc_emotic_ava/AVA__496108.jpg,6,17,4,1,0
35449,voc_emotic_ava/AVA__516234.jpg,11,32,6,2,14
35450,voc_emotic_ava/AVA__527641.jpg,14,10,2,1,0
35451,voc_emotic_ava/AVA__533132.jpg,9,16,4,0,1
35452,voc_emotic_ava/AVA__533441.jpg,13,10,3,0,0
35453,voc_emotic_ava/AVA__569238.jpg,17,9,3,0,0
35454,voc_emotic_ava/AVA__576.jpg,19,8,2,0,0
35455,voc_emotic_ava/AVA__594743.jpg,13,10,4,1,0
35456,voc_emotic_ava/AVA__613098.jpg,15,10,4,2,0
35457,voc_emotic_ava/AVA__616573.jpg,14,11,1,1,1
35458,voc_emotic_ava/AVA__623486.jpg,11,17,4,0,0
35459,voc_emotic_ava/AVA__653038.jpg,12,11,4,0,0
35460,voc_emotic_ava/AVA__687336.jpg,16,10,2,0,0
35461,voc_emotic_ava/AVA__689767.jpg,11,12,3,2,0
35462,voc_emotic_ava/AVA__736354.jpg,16,10,3,0,0
35463,voc_emotic_ava/AVA__754338.jpg,15,9,3,2,0
35464,voc_emotic_ava/AVA__76631.jpg,15,11,2,2,0
35465,voc_emotic_ava/AVA__776889.jpg,16,8,2,1,1
35466,voc_emotic_ava/AVA__788216.jpg,10,15,2,0,0
35467,voc_emotic_ava/AVA__813177.jpg,13,9,5,0,1
35468,voc_emotic_ava/AVA__815786.jpg,17,8,3,1,0
35469,voc_emotic_ava/AVA__838572.jpg,4,19,4,2,1
35470,voc_emotic_ava/AVA__854336.jpg,15,10,2,1,0
35471,voc_emotic_ava/AVA__891630.jpg,13,11,2,1,0
35472,voc_emotic_ava/AVA__915645.jpg,11,13,4,1,0
35473,voc_emotic_ava/AVA__918741.jpg,14,11,3,1,0
35474,voc_emotic_ava/AVA__942919.jpg,8,10,5,9,0
35475,voc_emotic_ava/AVA__9533.jpg,12,14,3,0,0
35476,voc_emotic_ava/EMOTIC__0x8mf5u5jtz4obp06p.jpg,14,7,3,2,0
35477,voc_emotic_ava/EMOTIC__6c41yc6yhfsg2uvzzs.jpg,13,11,3,0,0
35478,voc_emotic_ava/EMOTIC__6pujdp0dav6c8r8d1o.jpg,13,11,4,0,0
35479,voc_emotic_ava/EMOTIC__COCO_train2014_000000038116.jpg,12,12,3,2,0
35480,voc_emotic_ava/EMOTIC__COCO_train2014_000000059685.jpg,15,8,3,1,1
35481,voc_emotic_ava/EMOTIC__COCO_train2014_000000091055.jpg,18,7,2,0,0
35482,voc_emotic_ava/EMOTIC__COCO_train2014_000000165658.jpg,12,9,5,0,1
35483,voc_emotic_ava/EMOTIC__COCO_train2014_000000170439.jpg,16,7,5,0,0
35484,voc_emotic_ava/EMOTIC__COCO_train2014_000000174303.jpg,13,11,2,1,0
35485,voc_emotic_ava/EMOTIC__COCO_train2014_000000179095.jpg,13,11,4,2,0
35486,voc_emotic_ava/EMOTIC__COCO_train2014_000000182902.jpg,16,9,2,0,0
35487,voc_emotic_ava/EMOTIC__COCO_train2014_000000202807.jpg,14,10,3,1,0
35488,voc_emotic_ava/EMOTIC__COCO_train2014_000000214373.jpg,9,10,3,5,0
35489,voc_emotic_ava/EMOTIC__COCO_train2014_000000235029.jpg,12,11,3,3,0
35490,voc_emotic_ava/EMOTIC__COCO_train2014_000000246009.jpg,14,11,5,0,0
35491,voc_emotic_ava/EMOTIC__COCO_train2014_000000249086.jpg,14,9,4,0,0
35492,voc_emotic_ava/EMOTIC__COCO_train2014_000000252937.jpg,16,9,2,0,0
35493,voc_emotic_ava/EMOTIC__COCO_train2014_000000323791.jpg,10,13,4,2,0
35494,voc_emotic_ava/EMOTIC__COCO_train2014_000000324870.jpg,15,9,3,2,0
35495,voc_emotic_ava/EMOTIC__COCO_train2014_000000335633.jpg,18,7,3,0,0
35496,voc_emotic_ava/EMOTIC__COCO_train2014_000000341905.jpg,13,10,5,2,0
35497,voc_emotic_ava/EMOTIC__COCO_train2014_000000361516.jpg,6,16,6,1,1
35498,voc_emotic_ava/EMOTIC__COCO_train2014_000000395766.jpg,13,10,3,1,0
35499,voc_emotic_ava/EMOTIC__COCO_train2014_000000400398.jpg,11,14,3,1,0
35500,voc_emotic_ava/EMOTIC__COCO_train2014_000000414961.jpg,13,9,6,1,0
35501,voc_emotic_ava/EMOTIC__COCO_train2014_000000433723.jpg,14,11,4,0,0
35502,voc_emotic_ava/EMOTIC__COCO_train2014_000000492129.jpg,16,8,1,3,0
35503,voc_emotic_ava/EMOTIC__COCO_train2014_000000494936.jpg,7,19,2,2,0
35504,voc_emotic_ava/EMOTIC__COCO_train2014_000000495367.jpg,16,8,4,0,0
35505,voc_emotic_ava/EMOTIC__COCO_train2014_000000503599.jpg,18,8,1,1,0
35506,voc_emotic_ava/EMOTIC__COCO_train2014_000000517403.jpg,14,10,4,0,0
35507,voc_emotic_ava/EMOTIC__COCO_train2014_000000520114.jpg,15,12,2,1,0
35508,voc_emotic_ava/EMOTIC__COCO_train2014_000000544294.jpg,11,11,2,3,0
35509,voc_emotic_ava/EMOTIC__COCO_train2014_000000567652.jpg,17,7,2,1,0
35510,voc_emotic_ava/EMOTIC__COCO_train2014_000000572756.jpg,14,11,4,1,0
35511,voc_emotic_ava/EMOTIC__COCO_val2014_000000098322.jpg,16,8,2,0,1
35512,voc_emotic_ava/EMOTIC__COCO_val2014_000000151130.jpg,15,8,3,0,1
35513,voc_emotic_ava/EMOTIC__COCO_val2014_000000187734.jpg,13,10,3,1,1
35514,voc_emotic_ava/EMOTIC__COCO_val2014_000000196430.jpg,13,8,5,2,1
35515,voc_emotic_ava/EMOTIC__COCO_val2014_000000208363.jpg,11,9,5,4,0
35516,voc_emotic_ava/EMOTIC__COCO_val2014_000000492271.jpg,15,8,3,0,0
35517,voc_emotic_ava/EMOTIC__COCO_val2014_000000516813.jpg,15,10,3,0,0
35518,voc_emotic_ava/EMOTIC__a2pmrm24lgkguaozfa.jpg,17,8,5,0,0
35519,voc_emotic_ava/EMOTIC__h76rav76u367pz5el5.jpg,15,9,3,1,0
35520,voc_emotic_ava/JPEGImages__2007_009706.jpg,14,10,5,1,0
35521,voc_emotic_ava/JPEGImages__2008_000733.jpg,13,9,4,1,1
35522,voc_emotic_ava/JPEGImages__2008_001112.jpg,13,9,5,1,0
35523,voc_emotic_ava/JPEGImages__2008_001171.jpg,15,7,3,1,1
35524,voc_emotic_ava/JPEGImages__2008_002132.jpg,13,9,4,2,0
35525,voc_emotic_ava/JPEGImages__2008_003894.jpg,16,8,4,1,0
35526,voc_emotic_ava/JPEGImages__2008_003926.jpg,12,13,4,1,0
35527,voc_emotic_ava/JPEGImages__2008_004273.jpg,15,9,4,0,0
35528,voc_emotic_ava/JPEGImages__2008_004361.jpg,11,12,6,0,0
35529,voc_emotic_ava/JPEGImages__2008_004549.jpg,14,10,4,0,0
35530,voc_emotic_ava/JPEGImages__2008_006397.jpg,14,9,4,2,0
35531,voc_emotic_ava/JPEGImages__2008_006781.jpg,16,7,2,0,2
35532,voc_emotic_ava/JPEGImages__2008_006926.jpg,16,9,4,0,0
35533,voc_emotic_ava/JPEGImages__2008_007869.jpg,13,9,5,0,1
35534,voc_emotic_ava/JPEGImages__2008_008402.jpg,15,10,5,1,0
35535,voc_emotic_ava/JPEGImages__2008_008719.jpg,14,10,4,1,0
35536,voc_emotic_ava/JPEGImages__2009_000074.jpg,14,8,3,1,2
35537,voc_emotic_ava/JPEGImages__2009_000549.jpg,16,8,3,0,0
35538,voc_emotic_ava/JPEGImages__2009_001118.jpg,18,10,3,1,0
35539,voc_emotic_ava/JPEGImages__2009_001285.jpg,14,10,3,1,0
35540,voc_emotic_ava/JPEGImages__2009_002010.jpg,15,8,4,2,0
35541,voc_emotic_ava/JPEGImages__2009_002397.jpg,11,10,5,1,0
35542,voc_emotic_ava/JPEGImages__2009_002983.jpg,17,8,3,0,0
35543,voc_emotic_ava/JPEGImages__2009_003372.jpg,15,9,5,0,0
35544,voc_emotic_ava/JPEGImages__2009_005068.jpg,14,9,4,2,0
35545,voc_emotic_ava/JPEGImages__2010_000247.jpg,8,12,4,4,1
35546,voc_emotic_ava/JPEGImages__2010_001142.jpg,16,8,3,1,0
35547,voc_emotic_ava/JPEGImages__2010_001607.jpg,15,11,4,0,0
35548,voc_emotic_ava/JPEGImages__2010_002094.jpg,13,11,3,2,0
35549,voc_emotic_ava/JPEGImages__2010_003055.jpg,17,7,2,1,0
35550,voc_emotic_ava/JPEGImages__2010_003174.jpg,19,28,9,2,10
35551,voc_emotic_ava/JPEGImages__2010_004608.jpg,11,10,3,2,0
35552,voc_emotic_ava/JPEGImages__2010_004919.jpg,17,8,4,0,0
35553,voc_emotic_ava/JPEGImages__2010_006246.jpg,16,8,5,1,0
35554,voc_emotic_ava/JPEGImages__2010_006287.jpg,15,9,3,1,0
35555,voc_emotic_ava/JPEGImages__2011_000016.jpg,12,11,4,1,0
35556,voc_emotic_ava/JPEGImages__2011_000075.jpg,13,10,4,1,0
35557,voc_emotic_ava/JPEGImages__2011_000520.jpg,5,22,4,1,0
35558,voc_emotic_ava/JPEGImages__2011_001318.jpg,13,12,4,2,0
35559,voc_emotic_ava/JPEGImages__2011_002034.jpg,12,12,3,1,1
35560,voc_emotic_ava/JPEGImages__2011_002044.jpg,12,6,6,3,1
35561,voc_emotic_ava/JPEGImages__2011_002156.jpg,14,10,3,2,0
35562,voc_emotic_ava/JPEGImages__2011_002248.jpg,10,11,8,1,0
35563,voc_emotic_ava/JPEGImages__2011_002494.jpg,14,8,5,1,0
35564,voc_emotic_ava/JPEGImages__2011_005259.jpg,9,13,5,1,1
35565,voc_emotic_ava/JPEGImages__2011_005375.jpg,16,9,3,0,0
35566,voc_emotic_ava/JPEGImages__2011_005950.jpg,15,11,3,1,0
35567,voc_emotic_ava/JPEGImages__2011_005967.jpg,13,11,4,1,0
35568,voc_emotic_ava/JPEGImages__2012_000268.jpg,12,11,2,1,0
35569,voc_emotic_ava/JPEGImages__2012_001486.jpg,6,17,5,2,1
35570,voc_emotic_ava/JPEGImages__2012_001628.jpg,16,6,5,1,1
35571,voc_emotic_ava/JPEGImages__2012_001929.jpg,19,28,6,3,15
35572,voc_emotic_ava/JPEGImages__2012_001991.jpg,16,10,4,0,0
35573,voc_emotic_ava/JPEGImages__2012_002568.jpg,13,9,4,2,0
35574,voc_emotic_ava/JPEGImages__2012_003394.jpg,12,13,3,0,0
35575,voc_emotic_ava/JPEGImages__2012_004292.jpg,9,13,2,5,0
35576,voc_emotic_ava/VOC2012__2007_008948.jpg,15,8,4,2,0
35577,voc_emotic_ava/VOC2012__2008_000590.jpg,13,10,4,1,0
35578,voc_emotic_ava/VOC2012__2008_000698.jpg,14,11,2,1,0
35579,voc_emotic_ava/VOC2012__2008_001665.jpg,14,8,5,1,1
35580,voc_emotic_ava/VOC2012__2008_003138.jpg,9,17,3,0,0
35581,voc_emotic_ava/VOC2012__2008_005083.jpg,17,7,4,0,0
35582,voc_emotic_ava/VOC2012__2008_006115.jpg,11,11,4,2,1
35583,voc_emotic_ava/VOC2012__2008_007232.jpg,12,11,4,0,2
35584,voc_emotic_ava/VOC2012__2008_007295.jpg,17,8,4,1,0
35585,voc_emotic_ava/VOC2012__2008_007713.jpg,15,8,4,1,0
35586,voc_emotic_ava/VOC2012__2009_004010.jpg,15,10,4,0,0
35587,voc_emotic_ava/VOC2012__2009_004145.jpg,12,10,6,2,0
35588,voc_emotic_ava/VOC2012__2009_004932.jpg,13,10,5,2,0
35589,voc_emotic_ava/VOC2012__2009_004957.jpg,11,12,4,2,0
35590,voc_emotic_ava/VOC2012__2010_000868.jpg,14,8,3,2,0
35591,voc_emotic_ava/VOC2012__2010_005198.jpg,14,9,4,1,0
35592,voc_emotic_ava/VOC2012__2010_005682.jpg,13,10,4,1,0
35593,voc_emotic_ava/VOC2012__2010_005811.jpg,14,9,3,1,0
35594,voc_emotic_ava/VOC2012__2010_006407.jpg,15,10,5,1,0
35595,voc_emotic_ava/VOC2012__2011_000547.jpg,6,19,6,1,0
35596,voc_emotic_ava/VOC2012__2011_001212.jpg,14,10,2,2,0
35597,voc_emotic_ava/VOC2012__2011_004230.jpg,10,10,7,3,0
35598,voc_emotic_ava/VOC2012__2011_005944.jpg,16,9,3,1,0
35599,voc_emotic_ava/VOC2012__2012_000170.jpg,13,9,5,0,0
35600,voc_emotic_ava/VOC2012__2012_000244.jpg,14,8,4,1,1
35601,voc_emotic_ava/VOC2012__2012_001814.jpg,14,9,3,2,0
35602,voc_emotic_ava/VOC2012__2012_001890.jpg,12,11,3,2,0
35603,voc_emotic_ava/VOC2012__2012_002630.jpg,15,9,4,0,0
35604,voc_emotic_ava/VOC2012__2012_002642.jpg,17,8,4,0,0
35605,voc_emotic_ava/VOC2012__2012_004140.jpg,16,8,3,0,0
35606,blur_dataset/motion0148.jpg,2,0,2,5,4
35607,blur_dataset/motion0254.jpg,4,0,1,6,4
35608,blur_dataset/out_of_focus0017.JPG,4,1,1,0,10
35609,blur_dataset/out_of_focus0231.jpg,2,3,1,0,9
35610,blur_dataset/out_of_focus0302.jpg,2,2,1,0,10
35611,blur_dataset/out_of_focus0365.jpg,5,1,0,0,9
35612,voc_emotic_ava/AVA__110432.jpg,2,2,2,0,9
35613,voc_emotic_ava/AVA__115310.jpg,4,1,0,0,11
35614,voc_emotic_ava/AVA__122430.jpg,6,0,0,0,9
35615,voc_emotic_ava/AVA__209427.jpg,5,0,1,0,9
35616,voc_emotic_ava/AVA__24927.jpg,2,3,1,0,8
35617,voc_emotic_ava/AVA__251303.jpg,4,0,1,1,8
35618,voc_emotic_ava/AVA__271970.jpg,0,6,1,0,8
35619,voc_emotic_ava/AVA__331750.jpg,2,3,1,0,10
35620,voc_emotic_ava/AVA__334774.jpg,1,6,1,0,7
35621,voc_emotic_ava/AVA__353337.jpg,3,1,1,0,11
35622,voc_emotic_ava/AVA__375337.jpg,2,4,0,0,9
35623,voc_emotic_ava/AVA__429083.jpg,1,2,2,0,10
35624,voc_emotic_ava/AVA__432850.jpg,2,4,0,0,10
35625,voc_emotic_ava/AVA__496914.jpg,1,9,0,0,5
35626,voc_emotic_ava/AVA__541318.jpg,3,2,1,0,9
35627,voc_emotic_ava/AVA__602773.jpg,4,0,2,0,11
35628,voc_emotic_ava/AVA__679104.jpg,3,5,0,0,8
35629,voc_emotic_ava/AVA__686857.jpg,3,4,0,0,7
35630,voc_emotic_ava/AVA__882563.jpg,3,0,2,0,10
35631,voc_emotic_ava/AVA__904522.jpg,4,1,1,1,9
35632,voc_emotic_ava/AVA__926773.jpg,2,2,3,0,8
35633,voc_emotic_ava/EMOTIC__0e5115kx5qkbptpvr6.jpg,5,0,0,1,8
35634,voc_emotic_ava/EMOTIC__7wu054tpqi0sat4v3z.jpg,4,0,0,3,8
35635,voc_emotic_ava/EMOTIC__COCO_train2014_000000007503.jpg,3,3,1,0,10
35636,voc_emotic_ava/EMOTIC__COCO_train2014_000000023140.jpg,3,1,4,0,7
35637,voc_emotic_ava/EMOTIC__COCO_train2014_000000027490.jpg,2,2,1,1,9
35638,voc_emotic_ava/EMOTIC__COCO_train2014_000000047972.jpg,2,2,1,0,10
35639,voc_emotic_ava/EMOTIC__COCO_train2014_000000049123.jpg,5,1,1,0,7
35640,voc_emotic_ava/EMOTIC__COCO_train2014_000000074345.jpg,3,0,2,0,11
35641,voc_emotic_ava/EMOTIC__COCO_train2014_000000088087.jpg,3,1,1,0,10
35642,voc_emotic_ava/EMOTIC__COCO_train2014_000000096728.jpg,3,1,1,0,10
35643,voc_emotic_ava/EMOTIC__COCO_train2014_000000161510.jpg,3,0,1,0,11
35644,voc_emotic_ava/EMOTIC__COCO_train2014_000000172092.jpg,3,2,0,0,11
35645,voc_emotic_ava/EMOTIC__COCO_train2014_000000178872.jpg,3,1,0,0,10
35646,voc_emotic_ava/EMOTIC__COCO_train2014_000000178971.jpg,3,4,0,0,8
35647,voc_emotic_ava/EMOTIC__COCO_train2014_000000205756.jpg,3,3,0,0,10
35648,voc_emotic_ava/EMOTIC__COCO_train2014_000000247508.jpg,5,1,1,1,6
35649,voc_emotic_ava/EMOTIC__COCO_train2014_000000258853.jpg,3,1,2,2,7
35650,voc_emotic_ava/EMOTIC__COCO_train2014_000000260223.jpg,4,6,0,0,6
35651,voc_emotic_ava/EMOTIC__COCO_train2014_000000281646.jpg,4,0,0,0,10
35652,voc_emotic_ava/EMOTIC__COCO_train2014_000000283018.jpg,4,1,0,0,10
35653,voc_emotic_ava/EMOTIC__COCO_train2014_000000301730.jpg,4,1,0,1,9
35654,voc_emotic_ava/EMOTIC__COCO_train2014_000000334852.jpg,2,0,3,2,5
35655,voc_emotic_ava/EMOTIC__COCO_train2014_000000372829.jpg,5,1,0,0,9
35656,voc_emotic_ava/EMOTIC__COCO_train2014_000000376165.jpg,0,4,1,1,9
35657,voc_emotic_ava/EMOTIC__COCO_train2014_000000376972.jpg,5,3,0,0,9
35658,voc_emotic_ava/EMOTIC__COCO_train2014_000000409722.jpg,4,3,0,0,9
35659,voc_emotic_ava/EMOTIC__COCO_train2014_000000436333.jpg,4,2,0,0,9
35660,voc_emotic_ava/EMOTIC__COCO_train2014_000000468588.jpg,3,2,1,2,7
35661,voc_emotic_ava/EMOTIC__COCO_train2014_000000504400.jpg,1,5,1,0,7
35662,voc_emotic_ava/EMOTIC__COCO_train2014_000000516474.jpg,3,1,2,0,8
35663,voc_emotic_ava/EMOTIC__COCO_train2014_000000548172.jpg,4,2,0,0,9
35664,voc_emotic_ava/EMOTIC__COCO_train2014_000000568640.jpg,3,1,2,0,9
35665,voc_emotic_ava/EMOTIC__COCO_train2014_000000573125.jpg,4,0,0,1,10
35666,voc_emotic_ava/EMOTIC__COCO_train2014_000000577380.jpg,2,1,2,0,10
35667,voc_emotic_ava/EMOTIC__COCO_val2014_000000051203.jpg,4,1,2,0,9
35668,voc_emotic_ava/EMOTIC__COCO_val2014_000000150342.jpg,2,2,1,0,9
35669,voc_emotic_ava/EMOTIC__COCO_val2014_000000270097.jpg,5,0,0,0,10
35670,voc_emotic_ava/EMOTIC__awate7vkhzp17scdaj.jpg,1,2,2,0,10
35671,voc_emotic_ava/EMOTIC__gifilplwl2wk7bvssp.jpg,3,1,0,0,9
35672,voc_emotic_ava/EMOTIC__sun_auvrcggmcupdmgbp.jpg,5,0,1,3,7
35673,voc_emotic_ava/JPEGImages__2007_001857.jpg,3,1,1,0,10
35674,voc_emotic_ava/JPEGImages__2007_004166.jpg,3,3,0,0,9
35675,voc_emotic_ava/JPEGImages__2007_004517.jpg,4,4,0,1,5
35676,voc_emotic_ava/JPEGImages__2007_005691.jpg,2,1,1,0,10
35677,voc_emotic_ava/JPEGImages__2007_007387.jpg,4,1,0,0,11
35678,voc_emotic_ava/JPEGImages__2007_009550.jpg,2,4,1,0,9
35679,voc_emotic_ava/JPEGImages__2008_000532.jpg,2,1,2,0,9
35680,voc_emotic_ava/JPEGImages__2008_001598.jpg,4,1,0,0,10
35681,voc_emotic_ava/JPEGImages__2008_001814.jpg,2,8,0,0,5
35682,voc_emotic_ava/JPEGImages__2008_002760.jpg,4,1,1,0,10
35683,voc_emotic_ava/JPEGImages__2008_003418.jpg,3,1,2,4,5
35684,voc_emotic_ava/JPEGImages__2008_003619.jpg,2,4,1,0,8
35685,voc_emotic_ava/JPEGImages__2008_004856.jpg,2,1,3,0,9
35686,voc_emotic_ava/JPEGImages__2008_004955.jpg,4,1,3,0,10
35687,voc_emotic_ava/JPEGImages__2008_006178.jpg,3,1,1,0,10
35688,voc_emotic_ava/JPEGImages__2008_006549.jpg,3,3,1,0,8
35689,voc_emotic_ava/JPEGImages__2008_007207.jpg,2,3,0,2,8
35690,voc_emotic_ava/JPEGImages__2008_007343.jpg,4,0,1,2,9
35691,voc_emotic_ava/JPEGImages__2008_008232.jpg,2,1,2,0,10
35692,voc_emotic_ava/JPEGImages__2009_000192.jpg,2,4,1,0,8
35693,voc_emotic_ava/JPEGImages__2009_000214.jpg,3,3,0,0,9
35694,voc_emotic_ava/JPEGImages__2009_000456.jpg,3,2,1,1,9
35695,voc_emotic_ava/JPEGImages__2009_000501.jpg,3,1,0,0,11
35696,voc_emotic_ava/JPEGImages__2009_000790.jpg,4,1,0,0,10
35697,voc_emotic_ava/JPEGImages__2009_000843.jpg,3,2,0,1,9
35698,voc_emotic_ava/JPEGImages__2009_001278.jpg,4,2,1,0,9
35699,voc_emotic_ava/JPEGImages__2009_001359.jpg,3,1,0,0,10
35700,voc_emotic_ava/JPEGImages__2009_002429.jpg,6,1,0,0,8
35701,voc_emotic_ava/JPEGImages__2009_003340.jpg,4,1,0,0,10
35702,voc_emotic_ava/JPEGImages__2009_004779.jpg,3,1,2,0,9
35703,voc_emotic_ava/JPEGImages__2009_005148.jpg,3,3,1,0,8
35704,voc_emotic_ava/JPEGImages__2009_005287.jpg,2,2,1,0,9
35705,voc_emotic_ava/JPEGImages__2010_001924.jpg,4,0,0,0,10
35706,voc_emotic_ava/JPEGImages__2010_003147.jpg,2,2,0,0,10
35707,voc_emotic_ava/JPEGImages__2010_003148.jpg,4,1,0,1,10
35708,voc_emotic_ava/JPEGImages__2010_003153.jpg,5,0,0,0,10
35709,voc_emotic_ava/JPEGImages__2010_003238.jpg,4,0,1,0,10
35710,voc_emotic_ava/JPEGImages__2010_004327.jpg,4,0,1,0,10
35711,voc_emotic_ava/JPEGImages__2011_000022.jpg,4,2,0,0,9
35712,voc_emotic_ava/JPEGImages__2011_000347.jpg,2,2,2,0,9
35713,voc_emotic_ava/JPEGImages__2011_001806.jpg,4,2,2,0,9
35714,voc_emotic_ava/JPEGImages__2011_002276.jpg,1,3,1,0,11
35715,voc_emotic_ava/JPEGImages__2011_002327.jpg,3,1,1,0,10
35716,voc_emotic_ava/JPEGImages__2011_003324.jpg,5,1,2,2,6
35717,voc_emotic_ava/JPEGImages__2011_004331.jpg,3,1,1,0,10
35718,voc_emotic_ava/JPEGImages__2011_004391.jpg,4,1,1,0,9
35719,voc_emotic_ava/JPEGImages__2011_005227.jpg,1,2,1,0,10
35720,voc_emotic_ava/JPEGImages__2011_005351.jpg,3,2,0,0,10
35721,voc_emotic_ava/JPEGImages__2011_005780.jpg,2,1,2,3,6
